nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,sponsor_name,agency_class,drug_name,intervention_type
NCT01221259,"ClinicalTrials.gov processed this data on January 31, 2020",2010-10-13,,,2013-05-20,2010-10-13,2010-10-14,Estimate,,,,,,,2013-05-20,2013-05-22,Estimate,January 2010,,2010-01-31,February 2013,2013-02-28,November 2012,Actual,2012-11-30,October 2011,Actual,2011-10-31,,Interventional,,,"A Randomized, Double-blind, Placebo-controlled, Sequential Ascending, Single-dose Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of E2212 in Healthy Subjects","A Randomized, Double-blind, Placebo-controlled, Sequential Ascending, Single-dose Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of E2212 in Healthy Subjects",Completed,,Phase 1,60,Actual,Eisai Inc.,,2,,,False,,,,False,,,,,,,,,,,,,2020-02-01 16:46:00.362394,2020-02-01 16:46:00.362394,Eisai Inc.,Industry,E2212,Drug
NCT00500500,"ClinicalTrials.gov processed this data on January 31, 2020",2007-07-11,,,2013-10-10,2007-07-11,2007-07-12,Estimate,,,,,,,2013-10-10,2013-10-11,Estimate,July 2005,,2005-07-31,October 2013,2013-10-31,April 2008,Actual,2008-04-30,April 2008,Actual,2008-04-30,,Interventional,,,Effect of EGb 761® on Patients With Mild to Moderate Alzheimer's Disease,"Effect of EGb 761® on the Ratio of the Isoforms of the Protein Precursor of Beta Amyloid Platelets on Patients With Mild to Moderate Alzheimer's Disease. A Phase II, Randomised, Double-blind Trial, on Parallel Groups Versus Placebo.",Terminated,,Phase 2,40,Actual,Ipsen,,2,,Inability to recruit sufficient number of patients,False,,,,,,,,,,,,,,,,,2020-02-01 20:24:29.403973,2020-02-01 20:24:29.403973,Ipsen,Industry,EGb 761® (Tanakan®),Drug
NCT00880412,"ClinicalTrials.gov processed this data on January 31, 2020",2009-04-10,,,2009-09-18,2009-04-10,2009-04-13,Estimate,,,,,,,2009-09-18,2009-09-21,Estimate,April 2008,,2008-04-30,September 2009,2009-09-30,August 2009,Actual,2009-08-31,June 2009,Actual,2009-06-30,,Interventional,EHT0202/002,,A Study to Determine the Clinical Safety/Tolerability and Exploratory Efficacy of EHT 0202 as Adjunctive Therapy to Acetylcholinesterase Inhibitor in Mild to Moderate Alzheimer's Disease,"A Pilot, Randomized, Double-blind, Placebo-controlled, Parallel Group, Multicentre, Phase IIA Study to Determine the Clinical Safety/Tolerability and Exploratory Efficacy of EHT 0202 (40 and 80 mg Bid) as Adjunctive Therapy to Acetylcholinesterase Inhibitor Over a 3-month Period in Ambulatory Patients Suffering From Mild to Moderate Alzheimer's Disease (EHT 0202/002 Protocol)",Completed,,Phase 2,197,Actual,Exonhit,,3,,,False,,,,True,,,,,,,,,,,,,2020-02-01 18:30:27.434852,2020-02-01 18:30:27.434852,Exonhit,Industry,EHT 0202 etazolate,Drug
NCT02322021,"ClinicalTrials.gov processed this data on January 31, 2020",2014-12-17,,2019-06-07,2019-06-07,2014-12-19,2014-12-22,Estimate,,,,2019-06-07,2019-06-10,Actual,2019-06-07,2019-06-10,Actual,"November 26, 2014",Actual,2014-11-26,June 2018,2018-06-30,"July 31, 2022",Anticipated,2022-07-31,"March 27, 2018",Actual,2018-03-27,,Interventional,,,Dose-Finding Study To Evaluate the Safety and Tolerability of E2609 in Subjects With Mild Cognitive Impairment Due to Alzheimer's Disease (Prodromal Alzheimer's Disease) and Mild to Moderate Dementia Due to Alzheimer's Disease,"A Placebo-Controlled, Double-Blind, Parallel-Group, Randomized, Dose-Finding Study To Evaluate the Safety and Tolerability of E2609 in Subjects With Mild Cognitive Impairment Due to Alzheimer's Disease (Prodromal Alzheimer's Disease) and Mild to Moderate Dementia Due to Alzheimer's Disease","Active, not recruiting",,Phase 2,71,Actual,Eisai Inc.,,8,,,False,,,,True,True,,,,,,,,,,Undecided,,2020-02-01 12:01:27.666580,2020-02-01 12:01:27.666580,Eisai Inc.,Industry,Elenbecestat (E2609),Drug
NCT02956486,"ClinicalTrials.gov processed this data on January 31, 2020",2016-11-03,,,2019-09-18,2016-11-03,2016-11-06,Estimate,,,,,,,2019-09-18,2019-09-19,Actual,"October 20, 2016",Actual,2016-10-20,September 2018,2018-09-30,"November 21, 2023",Anticipated,2023-11-21,"November 21, 2023",Anticipated,2023-11-21,,Interventional,MissionAD1,,A 24-Month Study to Evaluate the Efficacy and Safety of Elenbecestat (E2609) in Subjects With Early Alzheimer's Disease,"A Placebo-Controlled, Double-Blind, Parallel-Group, 24 Month Study With an Open-Label Extension Phase to Evaluate the Efficacy and Safety of Elenbecestat (E2609) in Subjects With Early Alzheimer's Disease","Active, not recruiting",,Phase 3,950,Anticipated,Eisai Inc.,,3,,,False,,,,True,True,,,,,,,,,,Undecided,,2020-02-01 09:45:53.235437,2020-02-01 09:45:53.235437,"Eisai Co., Ltd.",Industry,Elenbecestat (E2609),Drug
NCT03036280,"ClinicalTrials.gov processed this data on January 31, 2020",2017-01-26,,,2019-09-18,2017-01-26,2017-01-30,Estimate,,,,,,,2019-09-18,2019-09-19,Actual,"December 29, 2016",Actual,2016-12-29,September 2019,2019-09-30,"November 21, 2023",Anticipated,2023-11-21,"November 21, 2023",Anticipated,2023-11-21,,Interventional,MissionAD2,,A 24-Month Study to Evaluate the Efficacy and Safety of Elenbecestat (E2609) in Subjects With Early Alzheimer's Disease_,"A Placebo-Controlled, Double-Blind, Parallel-Group, 24-Month Study With an Open-Label Extension Phase to Evaluate the Efficacy and Safety of Elenbecestat (E2609) in Subjects With Early Alzheimer's Disease","Active, not recruiting",,Phase 3,950,Anticipated,Eisai Inc.,,3,,,False,,,,True,True,,,,,,,,,,Undecided,,2020-02-01 09:30:30.434411,2020-02-01 09:30:30.434411,"Eisai Co., Ltd.",Industry,Elenbecestat (E2609),Drug
NCT00568776,"ClinicalTrials.gov processed this data on January 31, 2020",2007-12-04,2011-09-27,,2019-10-17,2007-12-04,2007-12-06,Estimate,2012-03-01,2012-03-29,Estimate,,,,2019-10-17,2019-11-01,Actual,December 2007,,2007-12-31,October 2019,2019-10-31,May 2010,Actual,2010-05-31,May 2010,Actual,2010-05-31,,Interventional,,,ELND005 in Patients With Mild to Moderate Alzheimer's Disease,"A Randomized, Double-Blind, Placebo-Controlled, Dose-Ranging, Safety and Efficacy Study of Oral ELND005 (AZD-103) in Alzheimer's Disease",Completed,,Phase 2,353,Actual,"OPKO Health, Inc.","The two high dose groups of ELND005 were discontinued before study end, so the efficacy analysis was based only on placebo and ELND005 250 mg bid groups.",4,,,False,,,,True,,,,,,,,,,,,,2020-02-01 20:01:52.395629,2020-02-01 20:01:52.395629,"OPKO Health, Inc.",Industry,ELND005,Drug
NCT01735630,"ClinicalTrials.gov processed this data on January 31, 2020",2012-11-25,2016-04-07,,2019-10-17,2012-11-27,2012-11-28,Estimate,2016-07-06,2016-08-15,Estimate,,,,2019-10-17,2019-10-21,Actual,November 2012,,2012-11-30,October 2019,2019-10-31,May 2015,Actual,2015-05-31,May 2015,Actual,2015-05-31,,Interventional,,,Efficacy and Safety Study of ELND005 as a Treatment for Agitation and Aggression in Alzheimer's Disease,"A Prospective, Randomized, Double-Blind, Placebo-Controlled, Phase 2 Efficacy and Safety Study of Oral ELND005 for Treatment of Agitation and Aggression in Patients With Moderate to Severe Alzheimer's Disease",Completed,,Phase 2,350,Actual,"OPKO Health, Inc.",,2,,,False,,,,False,,,,,,,,,,,,,2020-02-01 14:29:01.435468,2020-02-01 14:29:01.435468,"OPKO Health, Inc.",Industry,ELND005,Drug
NCT01047254,"ClinicalTrials.gov processed this data on January 31, 2020",2010-01-11,,,2017-05-08,2010-01-11,2010-01-12,Estimate,,,,,,,2017-05-08,2017-05-09,Actual,January 2010,,2010-01-31,May 2017,2017-05-31,July 2014,Actual,2014-07-31,July 2014,Actual,2014-07-31,,Interventional,APA-AD,,Bupropion for the Treatment of Apathy in Alzheimer's Dementia,"A 12-week, Multicenter, Randomized, Double-blind, Placebo-controlled Trial of Bupropion for the Treatment of Apathy in Alzheimer's Dementia(Apa-AD)",Completed,,Phase 3,110,Actual,"University Hospital, Bonn",,2,,,False,,,,True,,,,,,,,,,,,,2020-02-01 17:37:20.131108,2020-02-01 17:37:20.131108,"University Hospital, Bonn",Other,Elontril,Drug
NCT01614886,"ClinicalTrials.gov processed this data on January 31, 2020",2012-06-06,2015-04-16,,2016-06-30,2012-06-07,2012-06-08,Estimate,2015-04-16,2015-05-12,Estimate,,,,2016-06-30,2016-08-01,Estimate,July 2012,,2012-07-31,June 2015,2015-06-30,May 2014,Actual,2014-05-31,May 2014,Actual,2014-05-31,,Interventional,,"Randomized set (RAN) The RAN consisted of all randomized patients. Patients were analyzed according to the treatment group they were assigned to at randomization. A patient was diagnosed of dementia with Lewy Bodies, different from AD, after randomization and was excluded from all analysis (SAF and FAS).","Randomized, Double-blind Study to Evaluate the Tolerability of 2 Different Titration Methods of Rivastigmine Patch in AD Patients (MMSE 10-20)","A 24-week, Multicenter, Parallel-group, Randomized,Double-blind Study to Evaluate the Tolerability, Safety and Efficacy of 2 Different Titration Methods of Rivastigmine Patch (ENA713D/ONO-2540) in Patients With Mild to Moderate Alzheimer's Disease (MMSE 10-20)",Completed,,Phase 3,216,Actual,Novartis,,2,,,False,,,,False,,,,,,,,,,,,,2020-02-01 15:00:51.368993,2020-02-01 15:00:51.368993,Novartis Pharmaceuticals,Industry,ENA713,Drug
NCT00580931,"ClinicalTrials.gov processed this data on January 31, 2020",2007-12-24,,,2017-01-23,2007-12-26,2007-12-27,Estimate,,,,,,,2017-01-23,2017-01-25,Estimate,January 2008,Actual,2008-01-31,January 2017,2017-01-31,July 2014,Actual,2014-07-31,July 2014,Actual,2014-07-31,,Interventional,,,Safety Study of Nicotinamide to Treat Alzheimer's Disease,Efficacy of Nicotinamide for the Treatment of Alzheimer's Disease,Completed,,Phase 1/Phase 2,50,Actual,"University of California, Irvine",,2,,,False,,,,False,,,,,,,,,,,,,2020-02-01 19:58:33.890191,2020-02-01 19:58:33.890191,"University of California, Irvine",Other,Enduramide placebo,Drug
NCT00951834,"ClinicalTrials.gov processed this data on January 31, 2020",2009-08-03,,,2018-11-28,2009-08-03,2009-08-04,Estimate,,,,,,,2018-11-28,2018-11-29,Actual,October 2009,,2009-10-31,November 2018,2018-11-30,February 2015,Actual,2015-02-28,February 2015,Actual,2015-02-28,,Interventional,SUN-AK,,Sunphenon EGCg (Epigallocatechin-Gallate) in the Early Stage of Alzheimer´s Disease,Sunphenon EGCg (Epigallocatechin-Gallate) in the Early Stage of Alzheimer´s Disease,Completed,,Phase 2/Phase 3,21,Actual,"Charite University, Berlin, Germany",,2,,,False,,,,False,,,,,,,,,,,,,2020-02-01 18:09:10.750449,2020-02-01 18:09:10.750449,"Charite University, Berlin, Germany",Other,Epigallocatechin-Gallate,Drug
NCT00702780,"ClinicalTrials.gov processed this data on January 31, 2020",2008-06-15,2014-04-10,,2014-05-13,2008-06-18,2008-06-20,Estimate,2014-05-13,2014-06-13,Estimate,,,,2014-05-13,2014-06-13,Estimate,November 2008,,2008-11-30,May 2014,2014-05-31,September 2011,Actual,2011-09-30,September 2011,Actual,2011-09-30,,Interventional,ESAD,,Progression Delaying Effect of Escitalopram in Alzheimer's Disease,"Multi-center, Randomized, Placebo-controlled, Double-blind Clinical Trial of Escitalopram on the Progression Delaying Effect in Alzheimer's Disease",Completed,,N/A,74,Actual,Seoul National University Hospital,,2,,,False,,,,True,,,,,,,,,,,,,2020-02-01 19:23:05.471913,2020-02-01 19:23:05.471913,Seoul National University Hospital,Other,escitalopram,Drug
NCT01119638,"ClinicalTrials.gov processed this data on January 31, 2020",2010-05-06,,,2015-06-23,2010-05-06,2010-05-07,Estimate,,,,,,,2015-06-23,2015-06-24,Estimate,April 2008,,2008-04-30,June 2015,2015-06-30,May 2010,Actual,2010-05-31,April 2010,Actual,2010-04-30,,Interventional,EscBPSD,,Escitalopram Treatment for BPSD in Alzheimer's Disease in Comparison to Risperidone,Post Marketing Study of Escitalopram Versus Risperidone for the Treatment of Behavioral and Psychological Symptoms Amongst Alzheimer's Disease Patients,Completed,,Phase 4,40,Actual,Abarbanel Mental Health Center,,2,,,False,,,,True,,,,,,,,,,,,,2020-02-01 17:16:52.586627,2020-02-01 17:16:52.586627,Abarbanel Mental Health Center,Other,Escitalopram,Drug
NCT03108846,"ClinicalTrials.gov processed this data on January 31, 2020",2017-04-06,,,2019-01-16,2017-04-06,2017-04-11,Actual,,,,,,,2019-01-16,2019-01-17,Actual,"January 3, 2018",Actual,2018-01-03,January 2019,2019-01-31,August 2022,Anticipated,2022-08-31,December 2021,Anticipated,2021-12-31,,Interventional,S-CitAD,,Escitalopram for Agitation in Alzheimer's Disease,Escitalopram for Agitation in Alzheimer's Disease,Recruiting,,Phase 3,392,Anticipated,JHSPH Center for Clinical Trials,,2,,,False,,,,True,True,False,,,True,,,,,,No,,2020-02-01 09:17:38.732615,2020-02-01 09:17:38.732615,JHSPH Center for Clinical Trials,Other,Escitalopram,Drug
NCT01661673,"ClinicalTrials.gov processed this data on January 31, 2020",2012-08-03,,,2014-01-10,2012-08-06,2012-08-09,Estimate,,,,,,,2014-01-10,2014-01-13,Estimate,November 2012,,2012-11-30,January 2014,2014-01-31,,,,October 2013,Actual,2013-10-31,,Interventional,,,"Safety, Tolerability, Pharmacokinetics of EVP-0962 and Effects of EVP-0962 on Cerebral Spinal Fluid Amyloid Concentrations in Healthy Subjects and in Subjects With Mild Cognitive Impairment or Early Alzheimer's Disease","Safety, Tolerability, Pharmacokinetics, and Effects of EVP-0962 on Cerebral Spinal Fluid Amyloid Concentrations in Healthy Subjects and in Subjects With Mild Cognitive Impairment or Early Alzheimer's Disease",Completed,,Phase 2,52,Actual,FORUM Pharmaceuticals Inc,,5,,,False,,,,False,,,,,,,,,,,,,2020-02-01 14:49:17.382489,2020-02-01 14:49:17.382489,FORUM Pharmaceuticals Inc,Industry,EVP-0962,Drug
NCT01073228,"ClinicalTrials.gov processed this data on January 31, 2020",2010-02-19,,2013-02-19,2014-03-28,2010-02-22,2010-02-23,Estimate,,,,2013-02-19,2013-02-22,Estimate,2014-03-28,2014-04-25,Estimate,April 2010,,2010-04-30,February 2013,2013-02-28,February 2012,Actual,2012-02-29,November 2011,Actual,2011-11-30,,Interventional,,,Safety and Cognitive Function Study of EVP-6124 in Patients With Mild to Moderate Alzheimer's Disease,"A Randomized, Double-blind, Placebo-Controlled, Parallel, 24-Week, Phase 2 Study of Three Different Doses of an Alpha-7 Nicotinic Acetylcholine Receptor Agonist (EVP-6124) or Placebo in Subjects With Mild to Moderate Probable Alzheimer's Disease",Completed,,Phase 2,409,Actual,FORUM Pharmaceuticals Inc,,4,,,False,,,,False,,,,,,,,,,,,,2020-02-01 17:30:03.549834,2020-02-01 17:30:03.549834,FORUM Pharmaceuticals Inc,Industry,EVP-6124,Drug
NCT02004392,"ClinicalTrials.gov processed this data on January 31, 2020",2013-11-27,,,2016-05-02,2013-12-03,2013-12-09,Estimate,,,,,,,2016-05-02,2016-05-03,Estimate,June 2014,,2014-06-30,September 2015,2015-09-30,August 2017,Anticipated,2017-08-31,August 2017,Anticipated,2017-08-31,,Interventional,,,Study of the Safety and Clinical Effects of 2 Doses of EVP-6124 in Subjects With Alzheimer's Disease Who Complete Study EVP-6124-024 or EVP-6124-025,A 26-Week Extension Study of the Safety and Clinical Effects of EVP-6124 in Subjects With Alzheimer's Disease Currently or Previously Receiving an Acetylcholinesterase Inhibitor Medication,Terminated,,Phase 3,348,Actual,FORUM Pharmaceuticals Inc,,2,,Study has been suspended due to clinical hold.,False,,,,True,,,,,,,,,,,,,2020-02-01 13:17:38.089038,2020-02-01 13:17:38.089038,FORUM Pharmaceuticals Inc,Industry,EVP-6124,Drug
NCT02246075,"ClinicalTrials.gov processed this data on January 31, 2020",2014-09-17,,,2015-10-13,2014-09-19,2014-09-22,Estimate,,,,,,,2015-10-13,2015-10-15,Estimate,July 2015,,2015-07-31,October 2015,2015-10-31,,,,October 2016,Anticipated,2016-10-31,,Interventional,,,Study of the Safety of Two Doses of Investigational Study Drug EVP-6124 in Subjects With Alzheimer's Disease Currently Receiving Memantine,"A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, 24-Week, Phase 2 Study of Two Doses of EVP-6124 Hydrochloride or Placebo in Subjects With Mild to Moderate Alzheimer's Disease Currently Receiving Memantine Medication With or Without Additional Acetylcholinesterase Inhibitor Co-Medication",Withdrawn,,Phase 2,0,Actual,FORUM Pharmaceuticals Inc,,3,,Forum has decided not to proceed with this study at this time.,False,,,,True,,,,,,,,,,,,,2020-02-01 12:18:59.203192,2020-02-01 12:18:59.203192,FORUM Pharmaceuticals Inc,Industry,EVP-6124,Drug
NCT00766363,"ClinicalTrials.gov processed this data on January 31, 2020",2008-10-01,2011-06-16,,2012-04-18,2008-10-02,2008-10-03,Estimate,2011-06-16,2011-07-14,Estimate,,,,2012-04-18,2012-04-20,Estimate,October 2008,,2008-10-31,April 2012,2012-04-30,March 2009,Actual,2009-03-31,March 2009,Actual,2009-03-31,,Interventional,,,"Safety, Tolerability, and Pharmacokinetic Study of EVP-6124 in Patients With Alzheimer's Disease","A Randomized, Double-Blind, Placebo-Controlled, Ascending-Dose Phase 1b Safety Study of Three Different Doses of an Alpha-7 Nicotinic Acetylcholine Receptor Agonist (EVP-6124) or Placebo in Patients With Mild to Moderate Probable Alzheimer's Disease",Completed,,Phase 1,49,Actual,FORUM Pharmaceuticals Inc,,4,,,False,,,,False,,,,,,,,,,,,,2020-02-01 19:04:53.564244,2020-02-01 19:04:53.564244,FORUM Pharmaceuticals Inc,Industry,EVP-6124 (0.1 mg/day),Drug
NCT00766363,"ClinicalTrials.gov processed this data on January 31, 2020",2008-10-01,2011-06-16,,2012-04-18,2008-10-02,2008-10-03,Estimate,2011-06-16,2011-07-14,Estimate,,,,2012-04-18,2012-04-20,Estimate,October 2008,,2008-10-31,April 2012,2012-04-30,March 2009,Actual,2009-03-31,March 2009,Actual,2009-03-31,,Interventional,,,"Safety, Tolerability, and Pharmacokinetic Study of EVP-6124 in Patients With Alzheimer's Disease","A Randomized, Double-Blind, Placebo-Controlled, Ascending-Dose Phase 1b Safety Study of Three Different Doses of an Alpha-7 Nicotinic Acetylcholine Receptor Agonist (EVP-6124) or Placebo in Patients With Mild to Moderate Probable Alzheimer's Disease",Completed,,Phase 1,49,Actual,FORUM Pharmaceuticals Inc,,4,,,False,,,,False,,,,,,,,,,,,,2020-02-01 19:04:53.564244,2020-02-01 19:04:53.564244,FORUM Pharmaceuticals Inc,Industry,EVP-6124 (0.3 mg/day),Drug
NCT00766363,"ClinicalTrials.gov processed this data on January 31, 2020",2008-10-01,2011-06-16,,2012-04-18,2008-10-02,2008-10-03,Estimate,2011-06-16,2011-07-14,Estimate,,,,2012-04-18,2012-04-20,Estimate,October 2008,,2008-10-31,April 2012,2012-04-30,March 2009,Actual,2009-03-31,March 2009,Actual,2009-03-31,,Interventional,,,"Safety, Tolerability, and Pharmacokinetic Study of EVP-6124 in Patients With Alzheimer's Disease","A Randomized, Double-Blind, Placebo-Controlled, Ascending-Dose Phase 1b Safety Study of Three Different Doses of an Alpha-7 Nicotinic Acetylcholine Receptor Agonist (EVP-6124) or Placebo in Patients With Mild to Moderate Probable Alzheimer's Disease",Completed,,Phase 1,49,Actual,FORUM Pharmaceuticals Inc,,4,,,False,,,,False,,,,,,,,,,,,,2020-02-01 19:04:53.564244,2020-02-01 19:04:53.564244,FORUM Pharmaceuticals Inc,Industry,EVP-6124 (1.0 mg/day),Drug
NCT01255163,"ClinicalTrials.gov processed this data on January 31, 2020",2010-12-04,2017-11-08,,2018-01-23,2010-12-04,2010-12-07,Estimate,2018-01-23,2018-02-22,Actual,,,,2018-01-23,2018-02-22,Actual,"November 21, 2010",,2010-11-21,January 2018,2018-01-31,"November 18, 2016",Actual,2016-11-18,"November 18, 2016",Actual,2016-11-18,,Interventional,,"The baseline analysis population includes 27 participants who underwent randomization and received at least one dose of experimental medication. Of those 27, we have at least one outcome measure (i.e. at least the 6 months follow-up data point) for 21 participants. Of those 21, 18 completed the study (i.e. reached 18 months).",A Pilot Clinical Trial of Exendin-4 in Alzheimer's Disease,A Pilot Study of Exendin-4 in Alzheimer s Disease,Terminated,,Phase 2,57,Actual,National Institutes of Health Clinical Center (CC),The study was terminated after AstraZeneca withdrew support. Early termination lead to small number of subjects analyzed.,2,,AstraZeneca withdrew support for the study.,False,,,,True,True,False,,,False,,,,,,,,2020-02-01 16:35:47.564810,2020-02-01 16:35:47.564810,National Institute on Aging (NIA),NIH,Exendin-4 SC,Drug
